resume_id,similarity_score,Vague_Score,reciprocal_score,normalized_vague_score,normalized_similarity_score,risk_score
662,0.2554,4,0,0.333333333,0.121623216,0.539188392
663,0.2542,3,1,0.25,0.120207621,0.714896189
664,0.35,3,0,0.25,0.233219299,0.458390351
665,0.4691,0,0,0,0.373717117,0.313141442
666,0.3665,2,0,0.166666667,0.252683732,0.423658134
667,0.3434,2,0,0.166666667,0.225433526,0.437283237
668,0.1646,0,0,0,0.01450985,0.492745075
669,0.3065,0,0,0,0.181903975,0.409048013
670,0.3799,2,0,0.166666667,0.268491212,0.415754394
671,0.3512,3,0,0.25,0.234634894,0.457682553
672,0.6989,0,0,0,0.644803586,0.177598207
673,0.278,4,0,0.333333333,0.148283591,0.525858204
674,0.3766,1,0,0.083333333,0.264598325,0.392700837
675,0.3053,3,0,0.25,0.18048838,0.48475581
676,0.2677,1,0,0.083333333,0.136133066,0.456933467
677,1,1,0,0.083333333,1,0.025
678,0.313,1,0,0.083333333,0.189571782,0.430214109
679,0.3246,3,0,0.25,0.203255869,0.473372066
680,0.5665,3,0,0.25,0.488616256,0.330691872
681,0.3749,0,0,0,0.262592898,0.368703551
682,0.2465,4,0,0.333333333,0.111124218,0.544437891
683,0.3666,4,0,0.333333333,0.252801699,0.47359915
684,0.4636,4,0,0.333333333,0.367228973,0.416385513
685,0.2699,2,0,0.166666667,0.138728324,0.480635838
686,0.3089,2,0,0.166666667,0.184735166,0.457632417
687,0.3759,0,0,0,0.263772561,0.36811372
688,0.1747,2,0,0.166666667,0.026424443,0.536787779
689,0.3733,3,0,0.25,0.260705438,0.444647281
690,0.2556,1,0,0.083333333,0.121859148,0.464070426
691,0.2088,4,0,0.333333333,0.066650938,0.566674531
692,0.2702,3,0,0.25,0.139082222,0.505458889
693,0.4628,2,1,0.166666667,0.366285242,0.566857379
694,0.1873,6,0,0.5,0.041288192,0.629355904
695,0.2747,6,0,0.5,0.144390704,0.577804648
696,0.3123,7,0,0.583333333,0.188746019,0.58062699
697,0.3512,4,0,0.333333333,0.234634894,0.482682553
698,1,0,0,0,1,0
699,1,2,0,0.166666667,1,0.05
700,0.2423,2,0,0.166666667,0.106169635,0.496915183
701,0.2543,1,0,0.083333333,0.120325587,0.464837206
702,0.4284,2,0,0.166666667,0.325704848,0.387147576
703,0.2525,6,0,0.5,0.118202194,0.590898903
704,0.3088,1,1,0.083333333,0.184617199,0.6326914
705,0.2921,0,0,0,0.164916834,0.417541583
706,0.4086,0,1,0,0.302347529,0.548826236
707,0.4251,0,0,0,0.321811962,0.339094019
708,0.3348,0,0,0,0.215288428,0.392355786
709,0.4455,0,0,0,0.345877079,0.327061461
710,0.2835,9,0,0.75,0.154771735,0.647614133
711,0.4117,7,0,0.583333333,0.306004483,0.521997758
712,0.214,5,0,0.416666667,0.072785183,0.588607409
713,1,1,0,0.083333333,1,0.025
714,0.3596,6,0,0.5,0.24454406,0.52772797
715,0.336,2,0,0.166666667,0.216704023,0.441647989
716,0.3739,4,0,0.333333333,0.261413236,0.469293382
717,0.5726,6,0,0.5,0.495812198,0.402093901
718,0.4894,4,0,0.333333333,0.397664268,0.401167866
719,0.4184,7,0,0.583333333,0.313908222,0.518045889
720,0.3061,5,0,0.416666667,0.18143211,0.534283945
721,0.6561,4,0,0.333333333,0.594314026,0.302842987
722,0.3317,3,0,0.25,0.211631473,0.469184264
723,0.313,2,0,0.166666667,0.189571782,0.455214109
724,0.4028,0,0,0,0.295505485,0.352247257
725,0.2498,1,0,0.083333333,0.115017105,0.467491447
726,0.3539,1,0,0.083333333,0.237819983,0.406090008
727,0.381,6,0,0.5,0.26978884,0.51510558
728,0.293,1,0,0.083333333,0.16597853,0.442010735
729,0.352,5,0,0.416666667,0.235578625,0.507210688
730,0.3324,2,0,0.166666667,0.212457237,0.443771382
731,0.3494,5,0,0.416666667,0.232511502,0.508744249
732,0.2854,2,0,0.166666667,0.157013094,0.471493453
733,0.4055,1,0,0.083333333,0.298690574,0.375654713
734,0.4321,3,0,0.25,0.3300696,0.4099652
735,0.2941,2,1,0.166666667,0.167276159,0.666361921
736,0.3899,1,0,0.083333333,0.280287838,0.384856081
737,0.3668,2,0,0.166666667,0.253037631,0.423481185
738,0.3665,1,0,0.083333333,0.252683732,0.398658134
739,0.3695,10,0,0.833333333,0.25622272,0.62188864
740,0.3219,7,0,0.583333333,0.20007078,0.57496461
741,0.2522,0,0,0,0.117848295,0.441075853
742,0.2505,4,0,0.333333333,0.115842869,0.542078565
743,0.2786,2,0,0.166666667,0.148991388,0.475504306
744,0.3339,5,0,0.416666667,0.214226731,0.517886635
745,0.1696,7,1,0.583333333,0.020408163,0.864795918
746,0.4429,9,0,0.75,0.342809956,0.553595022
747,0.2944,2,0,0.166666667,0.167630058,0.466184971
748,0.2994,1,0,0.083333333,0.173528371,0.438235814
749,0.3156,4,0,0.333333333,0.192638905,0.503680547
750,0.3781,5,0,0.416666667,0.266367819,0.491816091
751,0.1523,5,0,0.416666667,0,0.625
752,0.2719,0,0,0,0.141087649,0.429456176
753,0.3853,1,0,0.083333333,0.27486139,0.387569305
754,0.4036,0,0,0,0.296449216,0.351775392
755,0.4125,1,0,0.083333333,0.306948213,0.371525893
756,0.379,4,1,0.333333333,0.267429515,0.666285242
757,1,4,0,0.333333333,1,0.1
758,0.3335,5,0,0.416666667,0.213754866,0.518122567
759,0.2994,1,0,0.083333333,0.173528371,0.438235814
760,0.2807,2,0,0.166666667,0.15146868,0.47426566
761,0.3033,8,0,0.666666667,0.178129055,0.610935473
762,0.7023,0,0,0,0.648814439,0.175592781
763,0.2759,3,0,0.25,0.145806299,0.502096851
764,0.2896,0,0,0,0.161967677,0.419016162
765,0.3244,3,0,0.25,0.203019936,0.473490032
766,0.3717,2,0,0.166666667,0.258817978,0.420591011
767,0.2937,7,1,0.583333333,0.166804294,0.791597853
768,0.4395,0,0,0,0.338799103,0.330600449
769,0.2718,3,0,0.25,0.140969683,0.504515159
770,0.3574,5,0,0.416666667,0.241948803,0.504025599
771,0.4789,0,0,0,0.385277811,0.307361095
772,0.2396,0,0,0,0.102984546,0.448507727
773,0.3611,4,0,0.333333333,0.246313554,0.476843223
774,0.3753,3,0,0.25,0.263064763,0.443467619
775,0.3538,6,0,0.5,0.237702017,0.531148992
776,0.3053,8,0,0.666666667,0.18048838,0.60975581
777,0.3898,6,0,0.5,0.280169871,0.509915065
778,1,5,0,0.416666667,1,0.125
779,0.3057,3,0,0.25,0.180960245,0.484519878
780,0.3771,6,0,0.5,0.265188156,0.517405922
781,0.3734,1,0,0.083333333,0.260823405,0.394588297
782,0.2348,4,0,0.333333333,0.097322166,0.551338917
783,0.3349,5,0,0.416666667,0.215406394,0.517296803
784,0.2287,1,1,0.083333333,0.090126224,0.679936888
785,0.2794,2,0,0.166666667,0.149935119,0.475032441
786,0.3317,6,0,0.5,0.211631473,0.544184264
787,1,2,0,0.166666667,1,0.05
788,0.2925,0,0,0,0.165388699,0.417305651
789,0.449,1,0,0.083333333,0.350005898,0.349997051
790,0.3363,0,0,0,0.217057921,0.39147104
791,0.4145,1,0,0.083333333,0.309307538,0.370346231
792,0.3626,9,0,0.75,0.248083048,0.600958476
793,0.2641,9,0,0.75,0.131886281,0.659056859
794,0.2795,0,0,0,0.150053085,0.424973458
795,0.3574,0,0,0,0.241948803,0.379025599
796,0.2374,2,0,0.166666667,0.100389289,0.499805356
797,0.3225,6,0,0.5,0.200778577,0.549610712
798,0.273,1,0,0.083333333,0.142385278,0.453807361
799,0.2389,1,0,0.083333333,0.102158783,0.473920608
800,0.3823,2,0,0.166666667,0.271322402,0.414338799
801,0.3175,1,0,0.083333333,0.194880264,0.427559868
802,0.3309,1,0,0.083333333,0.210687743,0.419656128
803,0.3955,3,0,0.25,0.286893948,0.431553026
804,0.3675,5,0,0.416666667,0.253863395,0.498068303
805,1,2,0,0.166666667,1,0.05
806,0.3819,8,0,0.666666667,0.270850537,0.564574732
807,0.4061,5,1,0.416666667,0.299398372,0.675300814
808,0.6143,6,0,0.5,0.545004129,0.377497936
809,0.3598,7,0,0.583333333,0.244779993,0.552610003
810,0.4781,9,0,0.75,0.38433408,0.53283296
811,0.413,2,0,0.166666667,0.307538044,0.396230978
812,0.4674,6,0,0.5,0.37171169,0.464144155
813,0.291,4,1,0.333333333,0.163619205,0.718190397
814,0.3611,9,0,0.75,0.246313554,0.601843223
815,0.2626,3,0,0.25,0.130116787,0.509941607
816,0.2675,2,0,0.166666667,0.135897133,0.482051434
817,0.4293,6,0,0.5,0.326766545,0.486616727
818,0.2928,0,0,0,0.165742598,0.417128701
819,0.3669,3,0,0.25,0.253155597,0.448422202
820,0.2589,0,0,0,0.125752035,0.437123983
821,0.2207,3,0,0.25,0.080688923,0.534655539
822,0.2997,2,0,0.166666667,0.17388227,0.463058865
823,0.5519,4,0,0.333333333,0.471393182,0.364303409
824,0.4987,5,0,0.416666667,0.40863513,0.420682435
825,0.5026,3,0,0.25,0.413235815,0.368382093
826,0.4151,0,0,0,0.310015336,0.344992332
827,0.3724,1,0,0.083333333,0.259643742,0.395178129
828,0.2495,2,0,0.166666667,0.114663206,0.492668397
829,0.4266,2,0,0.166666667,0.323581456,0.388209272
830,0.3292,4,0,0.333333333,0.208682317,0.495658841
831,0.2151,7,0,0.583333333,0.074082812,0.637958594
832,0.4353,2,0,0.166666667,0.33384452,0.38307774
833,0.2098,8,0,0.666666667,0.0678306,0.6660847
834,0.2618,3,0,0.25,0.129173057,0.510413471
835,0.3963,5,0,0.416666667,0.287837678,0.481081161
836,0.3309,1,0,0.083333333,0.210687743,0.419656128
837,0.4833,0,0,0,0.390468326,0.304765837
838,0.2132,1,0,0.083333333,0.071841453,0.489079273
839,0.3338,2,0,0.166666667,0.214108765,0.442945618
840,1,4,0,0.333333333,1,0.1
841,0.3661,5,0,0.416666667,0.252211867,0.498894067
842,0.5103,0,0,0,0.422319217,0.288840391
843,0.32,5,0,0.416666667,0.197829421,0.52608529
844,0.348,2,0,0.166666667,0.230859974,0.434570013
845,0.3098,9,0,0.75,0.185796862,0.632101569
846,0.5143,2,0,0.166666667,0.427037867,0.336481067
847,0.3031,2,1,0.166666667,0.177893123,0.661053439
848,0.3497,1,0,0.083333333,0.2328654,0.4085673
849,0.2563,3,0,0.25,0.122684912,0.513657544
850,0.3277,7,0,0.583333333,0.206912823,0.571543588
851,0.3315,7,1,0.583333333,0.211395541,0.769302229
852,0.3483,1,0,0.083333333,0.231213873,0.409393063
853,0.5093,4,0,0.333333333,0.421139554,0.389430223
854,0.3498,4,0,0.333333333,0.232983367,0.483508316
855,0.4921,4,0,0.333333333,0.400849357,0.399575321
856,0.4715,4,0,0.333333333,0.376548307,0.411725846
857,0.3444,8,0,0.666666667,0.226613189,0.586693406
858,0.3283,3,0,0.25,0.207620621,0.47118969
859,0.367,0,0,0,0.253273564,0.373363218
860,0.5378,4,0,0.333333333,0.454759939,0.37262003
861,0.4503,1,0,0.083333333,0.35153946,0.34923027
862,0.2173,5,0,0.416666667,0.07667807,0.586660965
863,0.2515,4,0,0.333333333,0.117022532,0.541488734
864,0.3162,7,0,0.583333333,0.193346703,0.578326648
865,0.2974,2,0,0.166666667,0.171169046,0.464415477
866,1,2,0,0.166666667,1,0.05
867,0.4129,5,1,0.416666667,0.307420078,0.671289961
868,1,1,0,0.083333333,1,0.025
869,1,4,0,0.333333333,1,0.1
870,0.374,1,0,0.083333333,0.261531202,0.394234399
871,1,4,0,0.333333333,1,0.1
872,0.4195,3,0,0.25,0.315205851,0.417397075
873,0.3065,1,0,0.083333333,0.181903975,0.434048012
874,0.2959,1,0,0.083333333,0.169399552,0.440300224
875,0.2445,3,0,0.25,0.108764893,0.520617553
876,1,4,0,0.333333333,1,0.1
877,0.4517,3,0,0.25,0.353190987,0.398404507
878,0.4705,1,0,0.083333333,0.375368645,0.337315677
879,0.3586,1,0,0.083333333,0.243364398,0.403317801
880,0.3913,3,0,0.25,0.281939365,0.434030318
881,0.3683,3,0,0.25,0.254807125,0.447596438
882,0.3067,9,0,0.75,0.182139908,0.633930046
883,0.3062,3,1,0.25,0.181550077,0.684224962
884,0.6966,0,0,0,0.642090362,0.178954819
885,0.557,2,0,0.166666667,0.477409461,0.31129527
886,0.542,4,0,0.333333333,0.459714522,0.370142739
887,0.2431,0,0,0,0.107113366,0.446443317
888,0.403,10,0,0.833333333,0.295741418,0.602129291
889,0.2933,3,1,0.25,0.166332429,0.691833786
890,0.385,0,0,0,0.274507491,0.362746255
891,0.2526,3,0,0.25,0.11832016,0.51583992
892,0.3813,4,0,0.333333333,0.270142739,0.46492863
893,0.2631,6,0,0.5,0.130706618,0.584646691
894,0.276,0,0,0,0.145924266,0.427037867
895,0.3532,2,0,0.166666667,0.23699422,0.43150289
896,0.2675,1,0,0.083333333,0.135897133,0.457051433
897,0.2787,2,0,0.166666667,0.149109355,0.475445323
898,0.2329,5,0,0.416666667,0.095080807,0.577459597
899,0.3078,0,0,0,0.183437537,0.408281232
900,0.3353,1,0,0.083333333,0.215878259,0.41706087
901,0.4245,5,0,0.416666667,0.321104164,0.464447918
902,0.4579,5,0,0.416666667,0.360504896,0.444747552
903,0.2604,3,0,0.25,0.127521529,0.511239235
904,0.315,2,0,0.166666667,0.191931108,0.454034446
905,0.365,3,1,0.25,0.250914239,0.649542881
906,0.4068,6,0,0.5,0.300224136,0.499887932
907,0.3447,2,0,0.166666667,0.226967087,0.436516457
908,0.4992,4,0,0.333333333,0.409224962,0.395387519
909,0.3763,9,1,0.75,0.264244426,0.792877787
910,1,2,0,0.166666667,1,0.05
911,0.3958,0,1,0,0.287247847,0.556376077
912,0.3754,3,0,0.25,0.26318273,0.443408635
913,0.3943,0,0,0,0.285478353,0.357260824
914,0.2484,5,0,0.416666667,0.113365577,0.568317212
915,0.4119,4,0,0.333333333,0.306240415,0.446879792
916,0.2573,0,0,0,0.123864575,0.438067713
917,0.3381,0,0,0,0.219181314,0.390409343
918,0.4284,2,0,0.166666667,0.325704848,0.387147576
919,0.5555,0,0,0,0.475639967,0.262180017
920,0.2884,1,0,0.083333333,0.160552082,0.444723959
921,1,2,0,0.166666667,1,0.05
922,0.6328,2,0,0.166666667,0.566827887,0.266586057
923,0.4963,4,0,0.333333333,0.40580394,0.39709803
924,0.4264,3,0,0.25,0.323345523,0.413327239
925,0.3931,1,0,0.083333333,0.284062758,0.382968621
926,0.2644,3,0,0.25,0.132240179,0.50887991
927,0.2945,4,0,0.333333333,0.167748024,0.516125988
928,0.3058,1,0,0.083333333,0.181078212,0.434460894
929,0.31,2,0,0.166666667,0.186032795,0.456983603
930,0.3153,8,0,0.666666667,0.192285006,0.603857497
931,0.4298,3,0,0.25,0.327356376,0.411321812
932,0.2636,1,0,0.083333333,0.131296449,0.459351775
933,0.3787,7,0,0.583333333,0.267075616,0.541462192
934,0.2719,2,0,0.166666667,0.141087649,0.479456176
935,0.2846,0,1,0,0.156069364,0.621965318
936,0.4052,4,0,0.333333333,0.298336676,0.450831662
937,0.2595,4,0,0.333333333,0.126459832,0.536770084
938,0.2812,4,0,0.333333333,0.152058511,0.523970744
939,0.4879,1,0,0.083333333,0.395894774,0.327052613
940,0.2163,6,0,0.5,0.075498407,0.612250797
941,0.3305,1,0,0.083333333,0.210215878,0.419892061
942,0.5185,2,0,0.166666667,0.43199245,0.334003775
943,0.2478,7,0,0.583333333,0.11265778,0.61867111
944,1,2,0,0.166666667,1,0.05
945,0.3311,1,0,0.083333333,0.210923676,0.419538162
946,0.4487,8,0,0.666666667,0.349652,0.525174
947,0.3132,3,0,0.25,0.189807715,0.480096143
948,0.4182,3,1,0.25,0.31367229,0.618163855
949,0.3484,3,0,0.25,0.231331839,0.459334081
950,0.2679,2,0,0.166666667,0.136368998,0.481815501
951,0.3245,2,0,0.166666667,0.203137903,0.448431049
952,0.2484,5,0,0.416666667,0.113365577,0.568317212
953,0.3539,3,0,0.25,0.237819983,0.456090009
954,0.3966,2,0,0.166666667,0.288191577,0.405904212
955,0.2194,1,0,0.083333333,0.079155362,0.485422319
956,0.3593,0,0,0,0.244190162,0.377904919
957,0.2851,4,0,0.333333333,0.156659195,0.521670402
958,0.1836,8,0,0.666666667,0.03692344,0.68153828
959,0.303,7,0,0.583333333,0.177775156,0.586112422
960,0.3584,2,0,0.166666667,0.243128465,0.428435768
961,0.2618,8,1,0.666666667,0.129173057,0.835413472
962,0.2306,5,0,0.416666667,0.092367583,0.578816209
963,0.1557,6,0,0.5,0.004010853,0.647994574
964,0.3859,7,0,0.583333333,0.275569187,0.537215406
965,0.3496,10,0,0.833333333,0.232747434,0.633626283
966,0.5713,3,0,0.25,0.494278636,0.327860682
967,0.4229,2,0,0.166666667,0.319216704,0.390391648
968,0.2314,9,0,0.75,0.093311313,0.678344344
969,0.3006,4,0,0.333333333,0.174943966,0.512528017
970,0.2312,3,1,0.25,0.09307538,0.72846231
971,0.383,3,0,0.25,0.272148166,0.438925917
972,0.5227,1,0,0.083333333,0.436947033,0.306526483
973,0.5295,2,1,0.166666667,0.444968739,0.527515631
974,1,4,0,0.333333333,1,0.1
975,0.3404,5,0,0.416666667,0.221894538,0.514052731
976,0.2212,2,0,0.166666667,0.081278754,0.509360623
977,0.4038,5,0,0.416666667,0.296685148,0.476657426
978,0.3005,1,0,0.083333333,0.174826,0.437587
979,0.3619,0,0,0,0.247257284,0.376371358
980,0.2202,1,0,0.083333333,0.080099092,0.484950454
981,0.2486,3,0,0.25,0.11360151,0.518199245
982,0.1921,6,0,0.5,0.046950572,0.626524714
983,0.3788,3,0,0.25,0.267193583,0.441403209
984,0.7195,3,0,0.25,0.669104636,0.240447682
985,0.2661,0,0,0,0.134245606,0.432877197
986,0.5945,5,0,0.416666667,0.521646809,0.364176596
987,0.6332,4,0,0.333333333,0.567299752,0.316350124
988,0.4633,3,0,0.25,0.366875074,0.391562463
989,0.2576,2,0,0.166666667,0.124218474,0.487890763
990,0.2137,8,1,0.666666667,0.072431285,0.863784358
991,0.3796,0,0,0,0.268137313,0.365931344
992,0.2315,5,0,0.416666667,0.093429279,0.578285361
993,0.3619,4,0,0.333333333,0.247257284,0.476371358
994,0.2754,3,0,0.25,0.145216468,0.502391766
995,0.2818,4,1,0.333333333,0.152766309,0.723616845
996,0.3529,4,0,0.333333333,0.236640321,0.481679839
997,0.4844,4,0,0.333333333,0.391765955,0.404117022
998,0.1629,0,0,0,0.012504424,0.493747788
999,0.3032,1,0,0.083333333,0.178011089,0.435994455
