Filename,Vague Score,Cosine Similarity
Resume_of_ID_548.pdf,1,0.1052
Resume_of_ID_549.pdf,2,0.0792
Resume_of_ID_55.pdf,4,0.1048
Resume_of_ID_550.pdf,1,0.1153
Resume_of_ID_551.pdf,1,0.0603
Resume_of_ID_552.pdf,1,0.1236
Resume_of_ID_553.pdf,11,0.1318
Resume_of_ID_554.pdf,2,0.106
Resume_of_ID_555.pdf,3,0.1086
Resume_of_ID_556.pdf,8,0.1036
Resume_of_ID_557.pdf,3,0.0636
Resume_of_ID_558.pdf,4,0.169
Resume_of_ID_559.pdf,1,0.0932
Resume_of_ID_56.pdf,0,0.1323
Resume_of_ID_560.pdf,3,0.0822
Resume_of_ID_561.pdf,0,0.1131
Resume_of_ID_562.pdf,3,0.0864
Resume_of_ID_563.pdf,8,0.0767
Resume_of_ID_564.pdf,2,0.0908
Resume_of_ID_565.pdf,4,0.1278
Resume_of_ID_566.pdf,2,0.0885
Resume_of_ID_567.pdf,1,0.1373
Resume_of_ID_568.pdf,1,0.0726
Resume_of_ID_569.pdf,5,0.1387
Resume_of_ID_57.pdf,1,0.1367
Resume_of_ID_570.pdf,4,0.1131
Resume_of_ID_571.pdf,1,0.0681
Resume_of_ID_572.pdf,2,0.1038
Resume_of_ID_573.pdf,7,0.0962
Resume_of_ID_574.pdf,1,0.0896
Resume_of_ID_575.pdf,3,0.0766
Resume_of_ID_576.pdf,1,0.0972
Resume_of_ID_577.pdf,1,0.118
Resume_of_ID_578.pdf,1,0.0456
Resume_of_ID_579.pdf,2,0.0897
Resume_of_ID_58.pdf,1,0.0692
Resume_of_ID_580.pdf,0,0.035
Resume_of_ID_581.pdf,2,0.073
Resume_of_ID_582.pdf,4,0.0716
Resume_of_ID_583.pdf,6,0.1453
Resume_of_ID_584.pdf,1,0.1204
Resume_of_ID_585.pdf,2,0.0803
Resume_of_ID_586.pdf,0,0.0999
Resume_of_ID_587.pdf,1,0.088
Resume_of_ID_588.pdf,1,0.0862
Resume_of_ID_589.pdf,7,0.1177
Resume_of_ID_59.pdf,4,0.0943
Resume_of_ID_590.pdf,2,0.0665
Resume_of_ID_591.pdf,4,0.1392
Resume_of_ID_592.pdf,2,0.0956
Resume_of_ID_593.pdf,4,0.1196
Resume_of_ID_594.pdf,7,0.0853
Resume_of_ID_595.pdf,6,0.1223
Resume_of_ID_596.pdf,4,0.1059
Resume_of_ID_597.pdf,2,0.0958
Resume_of_ID_598.pdf,6,0.1602
Resume_of_ID_599.pdf,3,0.0683
Resume_of_ID_6.pdf,1,0.074
Resume_of_ID_60.pdf,8,0.0975
Resume_of_ID_600.pdf,4,0.0966
Resume_of_ID_601.pdf,8,0.0899
Resume_of_ID_602.pdf,4,0.0965
Resume_of_ID_603.pdf,1,0.0954
Resume_of_ID_604.pdf,0,0.0774
Resume_of_ID_605.pdf,4,0.1046
Resume_of_ID_606.pdf,5,0.1041
Resume_of_ID_607.pdf,0,0.1281
Resume_of_ID_608.pdf,9,0.1493
Resume_of_ID_609.pdf,4,0.1222
Resume_of_ID_61.pdf,0,0.0849
Resume_of_ID_610.pdf,1,0.0686
Resume_of_ID_611.pdf,5,0.1185
Resume_of_ID_612.pdf,3,0.0785
Resume_of_ID_613.pdf,3,0.1389
Resume_of_ID_614.pdf,3,0.161
Resume_of_ID_615.pdf,0,0.0361
Resume_of_ID_616.pdf,9,0.2003
Resume_of_ID_617.pdf,4,0.0655
Resume_of_ID_618.pdf,5,0.1032
Resume_of_ID_619.pdf,0,0.0969
Resume_of_ID_62.pdf,8,0.1031
Resume_of_ID_620.pdf,1,0.0979
Resume_of_ID_621.pdf,0,0.1009
Resume_of_ID_622.pdf,1,0.1165
Resume_of_ID_623.pdf,5,0.0687
Resume_of_ID_624.pdf,3,0.0791
Resume_of_ID_625.pdf,0,0.0839
Resume_of_ID_626.pdf,2,0.0664
Resume_of_ID_627.pdf,3,0.058
Resume_of_ID_628.pdf,2,0.0845
Resume_of_ID_629.pdf,3,0.0727
Resume_of_ID_63.pdf,10,0.1479
Resume_of_ID_630.pdf,2,0.0539
Resume_of_ID_631.pdf,2,0.1152
Resume_of_ID_632.pdf,1,0.0886
Resume_of_ID_633.pdf,0,0.0973
Resume_of_ID_634.pdf,4,0.0613
Resume_of_ID_635.pdf,7,0.09
Resume_of_ID_636.pdf,4,0.1149
Resume_of_ID_637.pdf,1,0.0972
Resume_of_ID_638.pdf,0,0.0803
Resume_of_ID_639.pdf,8,0.1663
Resume_of_ID_64.pdf,1,0.1394
Resume_of_ID_640.pdf,3,0.1097
Resume_of_ID_641.pdf,0,0.0811
Resume_of_ID_642.pdf,1,0.1346
Resume_of_ID_643.pdf,0,0.0714
Resume_of_ID_644.pdf,2,0.0637
Resume_of_ID_645.pdf,6,0.1415
Resume_of_ID_646.pdf,4,0.0953
Resume_of_ID_647.pdf,3,0.0735
Resume_of_ID_648.pdf,0,0.1054
Resume_of_ID_649.pdf,6,0.1506
Resume_of_ID_65.pdf,0,0.15
Resume_of_ID_650.pdf,2,0.1283
Resume_of_ID_651.pdf,5,0.1669
Resume_of_ID_652.pdf,0,0.0465
Resume_of_ID_653.pdf,2,0.0668
Resume_of_ID_654.pdf,5,0.0604
Resume_of_ID_655.pdf,6,0.1305
Resume_of_ID_656.pdf,1,0.0813
Resume_of_ID_657.pdf,1,0.0987
Resume_of_ID_658.pdf,1,0.0864
Resume_of_ID_659.pdf,7,0.0618
Resume_of_ID_66.pdf,3,0.0899
Resume_of_ID_660.pdf,1,0.1062
Resume_of_ID_661.pdf,2,0.0553
Resume_of_ID_662.pdf,7,0.1256
Resume_of_ID_663.pdf,4,0.0991
Resume_of_ID_664.pdf,4,0.103
Resume_of_ID_665.pdf,5,0.094
Resume_of_ID_666.pdf,2,0.0563
Resume_of_ID_667.pdf,4,0.1136
Resume_of_ID_668.pdf,2,0.1125
Resume_of_ID_669.pdf,0,0.0562
Resume_of_ID_67.pdf,0,0.0596
Resume_of_ID_670.pdf,0,0.0724
Resume_of_ID_671.pdf,0,0.112
Resume_of_ID_672.pdf,4,0.1102
Resume_of_ID_673.pdf,3,0.0754
Resume_of_ID_674.pdf,1,0.0742
Resume_of_ID_675.pdf,7,0.1496
Resume_of_ID_676.pdf,7,0.1198
Resume_of_ID_677.pdf,2,0.072
Resume_of_ID_678.pdf,5,0.098
Resume_of_ID_679.pdf,4,0.1478
Resume_of_ID_68.pdf,3,0.0698
Resume_of_ID_680.pdf,4,0.0765
Resume_of_ID_681.pdf,1,0.0971
Resume_of_ID_682.pdf,3,0.0946
Resume_of_ID_683.pdf,2,0.1006
Resume_of_ID_684.pdf,1,0.0418
Resume_of_ID_685.pdf,4,0.073
Resume_of_ID_686.pdf,6,0.1028
Resume_of_ID_687.pdf,2,0.0563
Resume_of_ID_688.pdf,11,0.1012
Resume_of_ID_689.pdf,1,0.0853
Resume_of_ID_69.pdf,1,0.1107
Resume_of_ID_690.pdf,6,0.13
Resume_of_ID_691.pdf,4,0.1025
Resume_of_ID_692.pdf,3,0.0801
Resume_of_ID_693.pdf,2,0.0833
Resume_of_ID_694.pdf,2,0.0816
Resume_of_ID_695.pdf,4,0.0677
Resume_of_ID_696.pdf,3,0.1333
Resume_of_ID_697.pdf,3,0.0679
Resume_of_ID_698.pdf,0,0.0408
Resume_of_ID_699.pdf,2,0.1338
Resume_of_ID_7.pdf,2,0.1144
Resume_of_ID_70.pdf,0,0.1018
Resume_of_ID_700.pdf,0,0.0593
Resume_of_ID_701.pdf,2,0.1324
Resume_of_ID_702.pdf,3,0.1039
Resume_of_ID_703.pdf,0,0.0738
Resume_of_ID_704.pdf,4,0.0689
Resume_of_ID_705.pdf,1,0.0867
Resume_of_ID_706.pdf,3,0.1239
Resume_of_ID_707.pdf,1,0.0393
Resume_of_ID_708.pdf,1,0.0534
Resume_of_ID_709.pdf,1,0.0845
Resume_of_ID_71.pdf,3,0.1004
Resume_of_ID_710.pdf,3,0.0801
Resume_of_ID_711.pdf,0,0.0798
Resume_of_ID_712.pdf,4,0.0852
Resume_of_ID_713.pdf,4,0.106
Resume_of_ID_714.pdf,4,0.083
Resume_of_ID_715.pdf,2,0.0986
Resume_of_ID_716.pdf,2,0.075
Resume_of_ID_717.pdf,0,0.0832
Resume_of_ID_718.pdf,2,0.0895
Resume_of_ID_719.pdf,3,0.0936
Resume_of_ID_72.pdf,1,0.0665
Resume_of_ID_720.pdf,4,0.112
Resume_of_ID_721.pdf,3,0.0407
Resume_of_ID_722.pdf,2,0.1006
Resume_of_ID_723.pdf,6,0.1323
Resume_of_ID_724.pdf,6,0.1246
Resume_of_ID_725.pdf,7,0.1163
Resume_of_ID_726.pdf,4,0.0923
Resume_of_ID_727.pdf,0,0.0859
Resume_of_ID_728.pdf,2,0.124
Resume_of_ID_729.pdf,2,0.1116
Resume_of_ID_73.pdf,1,0.0564
Resume_of_ID_730.pdf,2,0.0937
Resume_of_ID_731.pdf,6,0.1051
Resume_of_ID_732.pdf,1,0.068
Resume_of_ID_733.pdf,0,0.0576
Resume_of_ID_734.pdf,0,0.0947
Resume_of_ID_735.pdf,0,0.0743
Resume_of_ID_736.pdf,0,0.0588
Resume_of_ID_737.pdf,0,0.0647
Resume_of_ID_738.pdf,9,0.1675
Resume_of_ID_739.pdf,7,0.1126
Resume_of_ID_74.pdf,5,0.0904
Resume_of_ID_740.pdf,1,0.0645
Resume_of_ID_741.pdf,6,0.1225
Resume_of_ID_742.pdf,2,0.145
Resume_of_ID_743.pdf,4,0.1054
Resume_of_ID_744.pdf,6,0.0634
Resume_of_ID_745.pdf,4,0.1445
Resume_of_ID_746.pdf,7,0.1153
Resume_of_ID_747.pdf,5,0.1009
Resume_of_ID_748.pdf,4,0.0648
Resume_of_ID_749.pdf,3,0.0898
Resume_of_ID_75.pdf,2,0.0867
Resume_of_ID_750.pdf,0,0.0885
Resume_of_ID_751.pdf,1,0.0842
Resume_of_ID_752.pdf,1,0.1106
Resume_of_ID_753.pdf,6,0.1685
Resume_of_ID_754.pdf,1,0.068
Resume_of_ID_755.pdf,5,0.0911
Resume_of_ID_756.pdf,2,0.0611
Resume_of_ID_757.pdf,5,0.1237
Resume_of_ID_758.pdf,2,0.0983
Resume_of_ID_759.pdf,1,0.0908
Resume_of_ID_76.pdf,3,0.1394
Resume_of_ID_760.pdf,2,0.0607
Resume_of_ID_761.pdf,1,0.0939
Resume_of_ID_762.pdf,2,0.1253
Resume_of_ID_763.pdf,1,0.1337
Resume_of_ID_764.pdf,10,0.15
Resume_of_ID_765.pdf,7,0.1621
Resume_of_ID_766.pdf,0,0.0791
Resume_of_ID_767.pdf,4,0.0827
Resume_of_ID_768.pdf,2,0.0723
Resume_of_ID_769.pdf,5,0.1313
Resume_of_ID_77.pdf,7,0.1404
Resume_of_ID_770.pdf,9,0.1453
Resume_of_ID_771.pdf,2,0.1257
Resume_of_ID_772.pdf,1,0.0575
Resume_of_ID_773.pdf,4,0.0925
Resume_of_ID_774.pdf,5,0.1284
Resume_of_ID_775.pdf,5,0.0694
Resume_of_ID_776.pdf,0,0.0582
Resume_of_ID_777.pdf,1,0.0626
Resume_of_ID_778.pdf,0,0.0586
Resume_of_ID_779.pdf,1,0.1028
Resume_of_ID_78.pdf,4,0.0818
Resume_of_ID_780.pdf,4,0.0943
Resume_of_ID_781.pdf,5,0.1572
Resume_of_ID_782.pdf,1,0.0571
Resume_of_ID_783.pdf,2,0.0995
Resume_of_ID_784.pdf,8,0.1977
Resume_of_ID_785.pdf,0,0.0889
Resume_of_ID_786.pdf,3,0.1165
Resume_of_ID_787.pdf,0,0.0628
Resume_of_ID_788.pdf,3,0.0851
Resume_of_ID_789.pdf,2,0.072
Resume_of_ID_79.pdf,7,0.1366
Resume_of_ID_790.pdf,0,0.0812
Resume_of_ID_791.pdf,3,0.0885
Resume_of_ID_792.pdf,5,0.1376
Resume_of_ID_793.pdf,0,0.0677
Resume_of_ID_794.pdf,0,0.0693
Resume_of_ID_795.pdf,4,0.1036
Resume_of_ID_796.pdf,3,0.0887
Resume_of_ID_797.pdf,6,0.0488
Resume_of_ID_798.pdf,8,0.0996
Resume_of_ID_799.pdf,6,0.0994
Resume_of_ID_8.pdf,5,0.1025
Resume_of_ID_80.pdf,3,0.1026
Resume_of_ID_800.pdf,6,0.1174
Resume_of_ID_801.pdf,1,0.0731
Resume_of_ID_802.pdf,4,0.0715
Resume_of_ID_803.pdf,5,0.1207
Resume_of_ID_804.pdf,1,0.0725
Resume_of_ID_805.pdf,2,0.0761
Resume_of_ID_806.pdf,6,0.1364
Resume_of_ID_807.pdf,2,0.1144
Resume_of_ID_808.pdf,0,0.1184
Resume_of_ID_809.pdf,1,0.093
Resume_of_ID_81.pdf,0,0.1077
Resume_of_ID_810.pdf,1,0.1055
Resume_of_ID_811.pdf,9,0.134
Resume_of_ID_812.pdf,9,0.1329
Resume_of_ID_813.pdf,0,0.0743
Resume_of_ID_814.pdf,0,0.0603
Resume_of_ID_815.pdf,2,0.1037
Resume_of_ID_816.pdf,6,0.0812
Resume_of_ID_817.pdf,1,0.1054
Resume_of_ID_818.pdf,1,0.1016
Resume_of_ID_819.pdf,2,0.0585
Resume_of_ID_82.pdf,1,0.0778
Resume_of_ID_820.pdf,1,0.0684
Resume_of_ID_821.pdf,3,0.0469
Resume_of_ID_822.pdf,5,0.1478
Resume_of_ID_823.pdf,2,0.0977
Resume_of_ID_824.pdf,8,0.1696
Resume_of_ID_825.pdf,5,0.0947
Resume_of_ID_826.pdf,6,0.1303
Resume_of_ID_827.pdf,7,0.1224
Resume_of_ID_828.pdf,9,0.1565
Resume_of_ID_829.pdf,2,0.0907
Resume_of_ID_83.pdf,6,0.0913
Resume_of_ID_830.pdf,4,0.0879
Resume_of_ID_831.pdf,9,0.1039
Resume_of_ID_832.pdf,3,0.0659
Resume_of_ID_833.pdf,2,0.0923
Resume_of_ID_834.pdf,6,0.1507
Resume_of_ID_835.pdf,0,0.0931
Resume_of_ID_836.pdf,3,0.0671
Resume_of_ID_837.pdf,0,0.069
Resume_of_ID_838.pdf,3,0.0909
Resume_of_ID_839.pdf,2,0.0853
Resume_of_ID_84.pdf,4,0.0694
Resume_of_ID_840.pdf,5,0.0959
Resume_of_ID_841.pdf,3,0.0542
Resume_of_ID_842.pdf,0,0.1174
Resume_of_ID_843.pdf,1,0.0922
Resume_of_ID_844.pdf,2,0.0684
Resume_of_ID_845.pdf,2,0.0926
Resume_of_ID_846.pdf,4,0.1246
Resume_of_ID_847.pdf,7,0.125
Resume_of_ID_848.pdf,2,0.0968
Resume_of_ID_849.pdf,8,0.1327
Resume_of_ID_85.pdf,3,0.1496
Resume_of_ID_850.pdf,5,0.0955
Resume_of_ID_851.pdf,1,0.1164
Resume_of_ID_852.pdf,0,0.0522
Resume_of_ID_853.pdf,1,0.0586
Resume_of_ID_854.pdf,2,0.0427
Resume_of_ID_855.pdf,4,0.0749
Resume_of_ID_856.pdf,5,0.1193
Resume_of_ID_857.pdf,0,0.0595
Resume_of_ID_858.pdf,5,0.0937
Resume_of_ID_859.pdf,2,0.1246
Resume_of_ID_86.pdf,9,0.1107
Resume_of_ID_860.pdf,2,0.0467
Resume_of_ID_861.pdf,2,0.0919
Resume_of_ID_862.pdf,1,0.0932
Resume_of_ID_863.pdf,3,0.0801
Resume_of_ID_864.pdf,7,0.0836
Resume_of_ID_865.pdf,7,0.1238
Resume_of_ID_866.pdf,1,0.0668
Resume_of_ID_867.pdf,4,0.1027
Resume_of_ID_868.pdf,4,0.0935
Resume_of_ID_869.pdf,4,0.0735
Resume_of_ID_87.pdf,4,0.1167
Resume_of_ID_870.pdf,8,0.162
Resume_of_ID_871.pdf,3,0.1313
Resume_of_ID_872.pdf,0,0.1121
Resume_of_ID_873.pdf,4,0.0983
Resume_of_ID_874.pdf,1,0.1119
Resume_of_ID_875.pdf,5,0.176
Resume_of_ID_876.pdf,4,0.1019
Resume_of_ID_877.pdf,7,0.112
Resume_of_ID_878.pdf,2,0.0842
Resume_of_ID_879.pdf,2,0.074
Resume_of_ID_88.pdf,5,0.0999
Resume_of_ID_880.pdf,1,0.0699
Resume_of_ID_881.pdf,4,0.1058
Resume_of_ID_882.pdf,1,0.0794
Resume_of_ID_883.pdf,4,0.1413
Resume_of_ID_884.pdf,3,0.0909
Resume_of_ID_885.pdf,1,0.0594
Resume_of_ID_886.pdf,1,0.076
Resume_of_ID_887.pdf,3,0.1305
Resume_of_ID_888.pdf,4,0.1095
Resume_of_ID_889.pdf,3,0.0789
Resume_of_ID_89.pdf,1,0.0608
Resume_of_ID_890.pdf,1,0.0508
Resume_of_ID_891.pdf,3,0.082
Resume_of_ID_892.pdf,3,0.1029
Resume_of_ID_893.pdf,9,0.1077
Resume_of_ID_894.pdf,3,0.0937
Resume_of_ID_895.pdf,0,0.0938
Resume_of_ID_896.pdf,2,0.0629
Resume_of_ID_897.pdf,4,0.1041
Resume_of_ID_898.pdf,0,0.0579
Resume_of_ID_899.pdf,10,0.1541
Resume_of_ID_9.pdf,3,0.1262
Resume_of_ID_90.pdf,0,0.0722
Resume_of_ID_900.pdf,3,0.116
Resume_of_ID_901.pdf,4,0.0924
Resume_of_ID_902.pdf,6,0.1527
Resume_of_ID_903.pdf,0,0.0521
Resume_of_ID_904.pdf,2,0.0676
Resume_of_ID_905.pdf,1,0.0698
Resume_of_ID_906.pdf,2,0.0675
Resume_of_ID_907.pdf,5,0.1307
Resume_of_ID_908.pdf,0,0.1043
Resume_of_ID_909.pdf,1,0.0812
Resume_of_ID_91.pdf,5,0.0922
Resume_of_ID_910.pdf,5,0.1069
Resume_of_ID_911.pdf,3,0.1053
Resume_of_ID_912.pdf,2,0.0959
Resume_of_ID_913.pdf,3,0.1238
Resume_of_ID_914.pdf,6,0.1218
Resume_of_ID_915.pdf,2,0.0629
Resume_of_ID_916.pdf,4,0.1387
Resume_of_ID_917.pdf,9,0.0922
Resume_of_ID_918.pdf,2,0.0602
Resume_of_ID_919.pdf,0,0.0901
Resume_of_ID_92.pdf,3,0.0847
Resume_of_ID_920.pdf,0,0.0805
Resume_of_ID_921.pdf,5,0.0995
Resume_of_ID_922.pdf,4,0.0753
Resume_of_ID_923.pdf,0,0.1466
Resume_of_ID_924.pdf,0,0.0818
Resume_of_ID_925.pdf,2,0.1013
Resume_of_ID_926.pdf,0,0.1275
Resume_of_ID_927.pdf,1,0.1017
Resume_of_ID_928.pdf,2,0.0773
Resume_of_ID_929.pdf,2,0.0517
Resume_of_ID_93.pdf,4,0.0694
Resume_of_ID_930.pdf,3,0.0913
Resume_of_ID_931.pdf,1,0.1201
Resume_of_ID_932.pdf,3,0.138
Resume_of_ID_933.pdf,4,0.0869
Resume_of_ID_934.pdf,1,0.0715
Resume_of_ID_935.pdf,2,0.058
Resume_of_ID_936.pdf,8,0.083
Resume_of_ID_937.pdf,3,0.1091
Resume_of_ID_938.pdf,1,0.0943
Resume_of_ID_939.pdf,7,0.1472
Resume_of_ID_94.pdf,2,0.1132
Resume_of_ID_940.pdf,0,0.06
Resume_of_ID_941.pdf,4,0.0947
Resume_of_ID_942.pdf,4,0.1047
Resume_of_ID_943.pdf,4,0.092
Resume_of_ID_944.pdf,1,0.1013
Resume_of_ID_945.pdf,6,0.1309
Resume_of_ID_946.pdf,1,0.094
Resume_of_ID_947.pdf,2,0.0677
Resume_of_ID_948.pdf,7,0.1
Resume_of_ID_949.pdf,2,0.05
Resume_of_ID_95.pdf,1,0.1141
Resume_of_ID_950.pdf,8,0.1062
Resume_of_ID_951.pdf,3,0.0738
Resume_of_ID_952.pdf,3,0.0696
Resume_of_ID_953.pdf,3,0.0931
Resume_of_ID_954.pdf,2,0.0767
Resume_of_ID_955.pdf,2,0.1005
Resume_of_ID_956.pdf,5,0.1403
Resume_of_ID_957.pdf,3,0.1859
Resume_of_ID_958.pdf,2,0.1071
Resume_of_ID_959.pdf,1,0.0595
Resume_of_ID_96.pdf,0,0.0416
Resume_of_ID_960.pdf,4,0.0634
Resume_of_ID_961.pdf,8,0.0989
Resume_of_ID_962.pdf,7,0.1244
Resume_of_ID_963.pdf,2,0.0867
Resume_of_ID_964.pdf,8,0.1063
Resume_of_ID_965.pdf,5,0.1415
Resume_of_ID_966.pdf,6,0.0798
Resume_of_ID_967.pdf,7,0.1231
Resume_of_ID_968.pdf,10,0.094
Resume_of_ID_969.pdf,3,0.1082
Resume_of_ID_97.pdf,2,0.0758
Resume_of_ID_970.pdf,9,0.1203
Resume_of_ID_971.pdf,4,0.0761
Resume_of_ID_972.pdf,3,0.1284
Resume_of_ID_973.pdf,3,0.0477
Resume_of_ID_974.pdf,1,0.1237
Resume_of_ID_975.pdf,2,0.1325
Resume_of_ID_976.pdf,4,0.1352
Resume_of_ID_977.pdf,5,0.1148
Resume_of_ID_978.pdf,2,0.1125
Resume_of_ID_979.pdf,5,0.0912
Resume_of_ID_98.pdf,1,0.066
Resume_of_ID_980.pdf,0,0.0487
Resume_of_ID_981.pdf,1,0.0825
Resume_of_ID_982.pdf,3,0.1232
Resume_of_ID_983.pdf,6,0.1425
Resume_of_ID_984.pdf,3,0.0805
Resume_of_ID_985.pdf,3,0.1111
Resume_of_ID_986.pdf,0,0.0985
Resume_of_ID_987.pdf,5,0.1191
Resume_of_ID_988.pdf,4,0.064
Resume_of_ID_989.pdf,3,0.097
Resume_of_ID_99.pdf,2,0.0564
Resume_of_ID_990.pdf,8,0.1259
Resume_of_ID_991.pdf,0,0.0746
Resume_of_ID_992.pdf,5,0.0595
Resume_of_ID_993.pdf,4,0.0574
Resume_of_ID_994.pdf,3,0.1099
Resume_of_ID_995.pdf,4,0.105
Resume_of_ID_996.pdf,4,0.0995
Resume_of_ID_997.pdf,4,0.0398
Resume_of_ID_998.pdf,0,0.046
Resume_of_ID_999.pdf,1,0.0511
